NAME,CO2,GNP,origin
IRL,11.16468433,40531,0
BHR,28.25898139,40291,0
DNK,11.02066835,40181,0
SGP,13.06036787,40132,0
NLD,10.79795578,39021,0
AUS,18.23904227,38311,0
DEU,11.00717894,36739,0
CAN,18.06151065,36564,0
AUT,8.150550733,35263,0
ITA,8.12524558,34085,0
SWE,6.295091238,33810,0
BEL,12.1641887,33111,0
FRA,7.176375383,32872,0
JPN,9.736771243,32158,0
FIN,11.37927043,31263,0
ISL,10.22519074,30741,0
GBR,9.5410479,30587,0
HKG,6.466997313,28359,0
ESP,7.404504491,28127,0
NZL,8.257591617,26353,0
TWN,9.452206091,24409,0
ISR,9.293389543,23693,0
PRT,6.518572712,23675,0
CYP,7.408666422,23631,0
GRC,8.831316612,22354,0
LBY,8.400070379,22215,0
KOR,8.470701642,19830,0
SVN,7.706736096,19754,0
MLT,6.526800345,19347,0
SYC,6.362144133,19047,0
CZE,11.29771925,18756,0
GAB,3.986616088,18446,0
HUN,6.032043998,15684,0
ARG,3.997763494,15409,0
TTO,17.77136095,15280,0
HRV,4.54213876,15068,0
VEN,7.181518669,14644,0
MYS,4.717771806,13790,0
CHL,4.039760607,13729,0
POL,8.496837552,13512,0
SVK,8.029478821,13400,0
URY,2.018853371,13217,0
MEX,3.911487434,13142,0
EST,11.20329966,12636,0
TUR,3.274326266,12626,0
GNQ,0.788774414,12468,0
RUS,10.29803576,12281,0
IRN,5.834791187,11985,0
MUS,2.063305245,10976,0
BRA,1.830770004,10948,0
BRB,4.429597132,10773,0
LBN,5.213835219,10671,0
LTU,3.799048529,10325,0
DZA,2.97955745,10288,0
BWA,1.858014356,10278,0
PAN,1.888230828,10114,0
LVA,3.213322928,9771,0
ROU,3.978915625,9677,0
LCA,2.054288145,9138,0
ZAF,8.307317747,9081,0
CRI,1.413195049,9024,0
KAZ,7.076751744,8977,0
THA,2.794742037,8661,0
MNE,2.545859416,8579,0
JOR,2.844598234,8493,0
COL,1.381929918,8358,0
EGY,1.814126029,8332,0
BGR,5.714260627,8323,0
MKD,5.786328155,8178,0
DOM,2.181003971,7965,0
BLR,5.706577492,7558,0
TUN,1.88678882,7498,0
ECU,1.723167428,7482,0
IRQ,3.133177712,7349,0
JAM,3.77936782,7269,0
SRB,3.699649923,7192,0
DMA,1.153140781,7112,0
SLV,0.964798922,6341,0
SWZ,1.184389492,6145,0
PER,1.140269178,6137,0
BIH,2.749035125,6073,0
NAM,0.895273627,6030,0
UKR,5.930342556,5799,0
GTM,0.773415959,5682,0
IDN,1.170119317,5481,0
PRY,0.858879157,5353,0
LKA,0.45623896,5205,0
COG,0.26168558,5178,0
SYR,3.232462907,5138,0
MNG,3.171174356,4962,0
MAR,1.153335514,4791,0
ALB,0.957285587,4723,0
GEO,0.902908345,4503,0
AZE,3.547278969,4500,0
CUB,2.266691526,4492,0
PSE,0.438165662,4471,0
PHL,0.893114732,4296,0
BOL,1.268044675,4276,0
CPV,0.429759433,4159,0
YEM,0.789767626,4067,0
TKM,8.420043297,4047,0
CHN,2.55458505,3926,0
UZB,4.99002363,3837,0
AGO,0.572408259,3644,0
HND,0.734207011,3534,0
PAK,0.734020483,3499,0
ARM,0.982092446,3460,0
NIC,0.727003457,3399,0
CIV,0.364371724,3050,0
KGZ,0.955918794,2788,0
NGA,0.335373971,2695,0
VNM,0.587696136,2527,0
MRT,0.416743286,2504,0
IND,0.962006136,2443,0
MDA,1.108961518,2377,0
STP,0.35052912,2369,0
KEN,0.327751452,2368,0
ZWE,1.303634622,2367,0
LAO,0.175398721,2365,0
CMR,0.201323794,2303,0
SDN,0.191276279,2291,0
GHA,0.344712213,2049,0
ZMB,0.173656557,1973,0
SEN,0.373583682,1846,0
DJI,0.450084917,1843,0
HTI,0.158254285,1825,0
BEN,0.23143726,1677,0
BGD,0.193888933,1642,0
PRK,2.819788288,1631,0
NPL,0.136864868,1581,0
TJK,0.411380618,1558,0
GMB,0.193096987,1515,0
TZA,0.073828978,1508,0
LSO,0.986028304,1458,0
COM,0.173206668,1409,0
MMR,0.196094618,1403,0
MDG,0.125120145,1382,0
TGO,0.383453689,1332,0
GNB,0.159070244,1309,0
GIN,0.179310572,1210,0
KHM,0.159403065,1201,0
UGA,0.054974992,1168,0
MLI,0.074560076,1074,0
BFA,0.081024301,1038,0
CAF,0.071755046,964,0
MWI,0.083705937,941,0
TCD,0.020047138,824,0
SLE,0.077609574,820,0
AFG,0.041722442,787,0
BDI,0.040264121,727,0
NER,0.086765406,725,0
RWA,0.066258267,720,0
ETH,0.047879802,688,0
COD,0.029765974,619,0
MOZ,0.066376326,505,0
LBR,0.142867741,442,0
QAT,58.6287872,123342,0
ARE,28.42788168,116220,0
KWT,28.07771235,79254,0
NOR,9.433793215,72611,0
CHE,6.270070388,50500,0
SAU,10.42278152,44131,0
OMN,7.285512944,43873,0
USA,20.87635134,43073,0
LUX,17.93983322,41972,0
BHR,29.92583089,39426,0
DNK,11.55189373,39160,0
SGP,12.95918215,38771,0
NLD,11.20323357,37392,0
AUS,17.93106347,37235,0
IRL,10.83837987,36974,0
DEU,11.34249375,36047,0
CAN,17.70276776,35050,0
AUT,8.339005981,34107,0
ITA,8.052698308,33567,0
SWE,6.619105074,32330,0
JPN,9.468547392,32300,0
BEL,12.7265124,32045,0
FRA,7.280249704,31941,0
FIN,11.49734365,30003,0
ISL,9.573173748,29917,0
GBR,9.69317243,29714,0
HKG,6.012516907,27897,0
ESP,6.865669688,26949,0
NZL,7.910845318,25367,0
ISR,9.715049141,23483,0
TWN,9.161831626,23043,0
PRT,5.801787128,22919,0
CYP,7.256217085,22796,0
LBY,8.691926416,22571,0
GRC,8.941183805,21771,0
GAB,4.232574,21324,0
SYC,5.459817144,18918,0
SVN,8.022342141,18778,0
MLT,6.441419388,18585,0
CZE,12.12048317,18471,0
KOR,7.796873353,17942,0
ARG,3.8451528,16127,0
VEN,7.077047839,15880,0
HRV,4.318491906,15169,0
HUN,5.967648314,15154,0
TTO,15.09544895,14111,0
CHL,3.815701022,14019,0
URY,1.713198423,13597,0
TUR,3.392201112,13468,0
SVK,8.187779756,13441,0
MYS,5.115030782,13334,0
POL,8.748925208,12911,0
MEX,3.948326206,12824,0
EST,12.0237415,12643,0
IRN,4.788783064,11945,0
RUS,10.07492291,11512,0
BRA,1.811744494,11057,0
MUS,1.861425937,10812,0
LBN,5.239492404,10797,0
BRB,4.18441504,10787,0
GNQ,0.290961454,10414,0
LTU,4.469042427,10370,0
DZA,3.514694492,10115,0
PAN,2.022335994,9909,0
ROU,4.664498172,9677,0
MNE,3.681675617,9613,0
BWA,2.001388336,9586,0
LVA,3.426764198,9445,0
ZAF,8.491285605,8986,0
LCA,2.009204677,8963,0
CRI,1.389684393,8883,0
COL,1.646878247,8836,0
BGR,6.454789152,8779,0
SRB,5.30583442,8775,0
KAZ,8.800954484,8668,0
THA,2.638941842,8358,0
JOR,2.892068296,8340,0
EGY,1.802742109,8091,0
ECU,1.834507918,7996,0
MKD,6.269778639,7876,0
DOM,2.199576294,7595,0
BLR,5.92120576,7292,0
JAM,3.712245349,7279,0
TUN,1.874702195,7151,0
DMA,1.094664959,7098,0
IRQ,3.249241284,6983,0
SLV,0.991859973,6212,0
PER,1.094138623,6135,0
SWZ,1.182040313,6121,0
NAM,1.011838287,5971,0
UKR,6.453796517,5758,0
BIH,2.813314611,5627,0
GTM,0.775979046,5579,0
PRY,0.877094003,5549,0
IDN,1.050503585,5523,0
COG,0.254807274,5456,0
SYR,3.188428391,5441,0
LKA,0.416586948,5136,0
MNG,3.263500015,4868,0
MAR,1.129233533,4805,0
BOL,1.361014783,4348,0
GEO,1.023512093,4347,0
CUB,2.201483312,4310,0
PHL,0.91377136,4257,0
PSE,0.487334417,4243,0
ALB,0.564280925,4150,0
AZE,3.963131661,4079,0
YEM,0.713979452,4029,0
CPV,0.377530115,3796,0
CHN,2.576767932,3747,0
UZB,4.932977085,3733,0
HND,0.740016001,3693,0
AGO,0.468876204,3668,0
TKM,7.256173271,3525,0
PAK,0.731491063,3447,0
ARM,1.097271987,3351,0
NIC,0.696534163,3236,0
CIV,0.414503853,3079,0
NGA,0.322958402,2746,0
KGZ,1.235307584,2727,0
VNM,0.59340983,2444,0
MDA,1.515031021,2436,0
ZWE,1.188876874,2417,0
MRT,0.419691804,2409,0
KEN,0.33241801,2372,0
STP,0.357013297,2360,0
IND,0.918871171,2336,0
CMR,0.216000369,2273,0
SDN,0.180497872,2266,0
LAO,0.131539106,2254,0
GHA,0.346291952,2000,0
ZMB,0.229063966,1938,0
DJI,0.462971561,1877,0
HTI,0.149071446,1813,0
SEN,0.353888294,1778,0
BEN,0.184592787,1644,0
BGD,0.189098454,1587,0
PRK,2.607621043,1545,0
NPL,0.097272896,1541,0
TJK,0.4142373,1522,0
TZA,0.076467255,1480,0
GMB,0.183051034,1460,0
LSO,0.984377201,1424,0
COM,0.170621962,1418,0
MDG,0.117000957,1360,0
TGO,0.275691528,1336,0
MMR,0.178760469,1283,0
GIN,0.173616881,1202,0
GNB,0.143516832,1183,0
UGA,0.054721274,1119,0
KHM,0.16687346,1092,0
MLI,0.073415289,1043,0
BFA,0.078188578,998,0
MWI,0.08613379,933,0
CAF,0.069259198,932,0
SLE,0.083317753,890,0
AFG,0.054572812,856,0
TCD,0.019360614,854,0
BDI,0.040274462,757,0
NER,0.090330197,742,0
ETH,0.050122603,704,0
RWA,0.068253125,684,0
COD,0.03690501,663,0
MOZ,0.064912534,479,0
LBR,0.146231566,381,0
ARE,15.21243055,121464,0
QAT,69.94569286,115185,0
KWT,31.87209374,80091,0
NOR,9.433583258,71177,0
CHE,6.068308195,49201,0
SAU,11.06333604,43957,0
OMN,6.819972255,42665,0
USA,20.95966413,41723,0
SGP,15.91384098,40692,0
LUX,20.2840218,40075,0
BHR,29.05842827,38874,0
DNK,12.40491871,38450,0
NLD,11.19687408,35995,0
AUS,17.3706873,35853,0
DEU,11.4398637,35352,0
IRL,10.4384466,34521,0
CAN,17.56514185,34029,0
ITA,7.859865329,33043,0
AUT,8.397118455,32971,0
JPN,9.797804441,32756,0
BEL,12.13315578,31492,0
SWE,6.554704499,31043,0
FRA,6.96777098,30987,0
HKG,4.797872867,29941,0
GBR,9.640390903,28879,0
FIN,12.17417767,28534,0
ISL,9.591258924,28376,0
ESP,6.679499172,25856,0
NZL,8.356360396,25346,0
LBY,8.736404498,23970,0
ISR,9.742244125,23139,0
TWN,9.044355931,22301,0
PRT,5.385458962,21981,0
CYP,7.070531479,21929,0
GAB,4.179388606,21267,0
GRC,8.557900888,21071,0
KOR,9.258916835,19118,0
CZE,12.65643344,18512,0
SVN,8.165675727,18141,0
MLT,6.495742179,17794,0
SYC,4.343058158,17180,0
VEN,5.775962726,16141,0
ARG,3.838761267,15708,0
HRV,4.124293022,14808,0
MYS,5.728069382,14776,0
HUN,5.990471249,14507,0
CHL,3.773453803,13765,0
TUR,3.445658264,13215,0
URY,1.685453686,13074,0
TTO,14.5417564,13025,0
SVK,8.384826892,12940,0
MEX,3.807563373,12391,0
POL,9.511733154,12346,0
RUS,10.1654868,12130,0
EST,13.11106012,12027,0
IRN,4.259239459,11766,0
BRA,1.770180941,11184,0
LBN,4.892978122,10504,0
BRB,3.329894248,10448,0
MUS,1.730188712,10302,0
ROU,5.269602758,10050,0
DZA,2.911125714,9772,0
BWA,1.709352817,9755,0
LTU,4.209664703,9580,0
PAN,1.959850263,9411,0
MNE,3.486377027,9304,0
THA,3.007482584,9145,0
GNQ,0.531466888,9105,0
ZAF,8.821505809,9061,0
COL,1.650163081,8922,0
LVA,3.549020267,8783,0
KAZ,9.034240607,8720,0
SRB,4.987296771,8540,0
CRI,1.33506157,8508,0
LCA,2.037091458,8500,0
BGR,6.719856436,8398,0
JOR,2.912420607,8231,0
ECU,1.526630364,7912,0
EGY,1.625248296,7882,0
MKD,5.31386543,7664,0
JAM,3.892063644,7453,0
DOM,2.187419347,7225,0
TUN,1.786645044,6895,0
DMA,1.13928738,6857,0
BLR,6.209218386,6701,0
IDN,1.384910594,6458,0
IRQ,3.165089231,6265,0
PER,1.097400413,6256,0
SWZ,1.197009945,6125,0
SLV,0.942476152,6067,0
NAM,1.006093256,5915,0
UKR,6.779207968,5820,0
PRY,0.83504021,5648,0
GTM,0.688999921,5442,0
COG,0.789632671,5385,0
SYR,2.663869941,5296,0
LKA,0.406979538,5291,0
BIH,2.229294993,4988,0
MNG,3.291700329,4763,0
MAR,1.138642306,4546,0
CUB,2.225271513,4401,0
PHL,0.958911054,4375,0
BOL,1.382704009,4228,0
GEO,0.90655989,4196,0
YEM,0.805736022,3912,0
AZE,3.760421978,3887,0
PSE,0.301170229,3819,0
ALB,0.498714372,3799,0
CHN,2.711967955,3708,0
HND,0.676964786,3689,0
UZB,4.511958471,3637,0
AGO,0.486967877,3607,0
CPV,0.359061677,3579,0
PAK,0.726545456,3424,0
TKM,7.016094382,3352,0
NIC,0.650477487,3181,0
ARM,1.036180676,3147,0
CIV,0.454027085,3001,0
NGA,0.370508471,2744,0
KGZ,1.184333693,2707,0
MDA,1.703958197,2583,0
MRT,0.435837867,2404,0
ZWE,1.220684434,2377,0
KEN,0.280434803,2358,0
STP,0.363306307,2350,0
VNM,0.57207684,2343,0
IND,0.917429751,2229,0
CMR,0.22282475,2226,0
SDN,0.213116721,2216,0
LAO,0.118781124,2216,0
ZMB,0.243487519,2001,0
DJI,0.493372449,1971,0
GHA,0.352333298,1945,0
HTI,0.168476363,1812,0
SEN,0.346038699,1722,0
BEN,0.19073874,1633,0
PRK,2.916084447,1562,0
BGD,0.201429934,1540,0
NPL,0.123250024,1526,0
TJK,0.36211982,1482,0
TZA,0.089235355,1469,0
GNB,0.170819181,1457,0
GMB,0.17537798,1453,0
COM,0.16058874,1436,0
TGO,0.193841904,1408,0
LSO,0.977496792,1404,0
MDG,0.114679996,1349,0
MMR,0.167776172,1231,0
GIN,0.167216701,1177,0
UGA,0.049396494,1088,0
KHM,0.135009644,1060,0
MLI,0.05153615,1028,0
BFA,0.075260267,959,0
MWI,0.091252302,948,0
AFG,0.058997796,926,0
CAF,0.069794266,913,0
SLE,0.084250329,893,0
TCD,0.01906996,822,0
BDI,0.040763751,746,0
ETH,0.04886033,723,0
COD,0.043039607,705,0
NER,0.088993717,680,0
RWA,0.075567935,654,0
MOZ,0.066133513,439,0
LBR,0.147299952,328,0
ARE,15.72489302,117675,0
QAT,61.65712635,91426,0
KWT,30.58918505,80448,0
NOR,9.467756667,67972,0
CHE,6.245203937,48205,0
SAU,13.49933849,44553,0
USA,20.93048754,40414,0
OMN,6.691635072,40325,0
BHR,26.94053329,39166,0
SGP,13.83830883,38614,0
LUX,22.13889401,38388,0
DNK,14.24919011,37391,0
AUS,17.09536969,34850,0
DEU,11.79193778,34761,0
NLD,11.72461658,34689,0
CAN,17.23565294,32961,0
JPN,9.868424847,32485,0
ITA,7.768026162,32464,0
AUT,8.440389595,32296,0
IRL,10.16643881,31485,0
BEL,12.69397862,30439,0
FRA,7.114389149,30415,0
SWE,7.133159549,30243,0
HKG,4.63160228,28708,0
GBR,10.11909215,28075,0
FIN,12.47004319,26935,0
ISL,9.328651194,26698,0
ESP,6.38471162,25017,0
NZL,7.902198153,24893,0
LBY,8.696944471,23136,0
ISR,9.463378885,22829,0
CYP,7.115083493,21686,0
TWN,8.441342143,21229,0
PRT,5.111466099,21144,0
GAB,4.26725968,20648,0
GRC,8.18851871,20267,0
CZE,13.00882114,18618,0
KOR,8.775197364,18219,0
SVN,7.996937203,17235,0
MLT,6.437070079,17034,0
VEN,5.401282434,15490,0
SYC,3.018937882,15065,0
ARG,3.801379417,14700,0
MYS,5.903772055,14131,0
HUN,6.11410533,14014,0
HRV,3.85347423,13820,0
CHL,3.285217446,13089,0
URY,1.663909773,12504,0
TUR,3.294179318,12432,0
SVK,8.387616187,12222,0
TTO,16.31494408,12091,0
RUS,10.85234302,11940,0
MEX,3.630799942,11766,0
POL,9.747259381,11604,0
IRN,4.449399442,11537,0
BRA,1.705106706,10979,0
LBN,4.163389191,10838,0
EST,13.34905111,10636,0
ROU,5.625184331,10422,0
BRB,3.167344158,10028,0
MUS,1.706949879,9848,0
DZA,3.290767207,9827,0
THA,2.946967144,9508,0
BWA,1.717721282,9271,0
PAN,1.63607343,9017,0
ZAF,8.47317033,8937,0
MNE,3.237076247,8841,0
LTU,4.345152024,8781,0
COL,1.562681392,8740,0
LCA,2.188505007,8660,0
KAZ,9.418250485,8477,0
BGR,6.989078328,8404,0
CRI,1.303054136,8263,0
JOR,2.931579775,8141,0
LVA,3.729001269,7980,0
SRB,4.605826466,7926,0
ECU,2.056363989,7759,0
JAM,3.781318887,7668,0
EGY,1.561729049,7642,0
MKD,5.89719233,7611,0
DOM,2.141912396,6807,0
IRQ,3.32364531,6724,0
DMA,1.030009136,6623,0
TUN,1.791354667,6608,0
IDN,1.276579075,6269,0
SWZ,0.347081376,6106,0
BLR,5.85635103,5988,0
PER,0.989483007,5973,0
UKR,6.94726779,5948,0
SLV,0.793199453,5896,0
NAM,1.009136303,5812,0
COG,0.59392455,5638,0
PRY,0.763520556,5625,0
SYR,2.868278991,5506,0
GTM,0.617126388,5344,0
LKA,0.379388308,4855,0
GNQ,0.216763772,4797,0
MAR,1.131279624,4689,0
MNG,3.46345519,4641,0
ALB,0.651698387,4294,0
PHL,0.857341067,4254,0
CUB,2.451642992,4251,0
BOL,1.266551503,4115,0
BIH,1.121173613,4096,0
YEM,0.662507111,3839,0
TKM,7.138154508,3832,0
GEO,0.819950475,3757,0
HND,0.663061338,3613,0
AZE,3.977009697,3608,0
CHN,2.726717757,3590,0
PSE,0.378217217,3532,0
UZB,4.544077446,3520,0
AGO,0.710027476,3461,0
PAK,0.742723966,3450,0
CPV,0.358339206,3403,0
NIC,0.605721592,3125,0
ARM,0.788249484,3036,0
CIV,0.489176805,2914,0
NGA,0.355816657,2733,0
MRT,0.443242138,2554,0
MDA,2.708668042,2524,0
KGZ,1.223528143,2497,0
KEN,0.32524721,2405,0
STP,0.369753379,2373,0
ZWE,1.292778443,2346,0
VNM,0.445485615,2198,0
IND,0.89777613,2177,0
CMR,0.320832711,2172,0
LAO,0.094560064,2119,0
SDN,0.178719521,2044,0
ZMB,0.195544717,1982,0
DJI,0.4838414,1964,0
GHA,0.318209122,1888,0
HTI,0.129714535,1802,0
SEN,0.408202893,1712,0
PRK,3.238222127,1680,0
BEN,0.20200986,1594,0
GMB,0.180409006,1495,0
BGD,0.197490824,1490,0
TJK,0.48251404,1484,0
NPL,0.112096548,1478,0
TZA,0.110093465,1453,0
COM,0.157469808,1411,0
TGO,0.287654056,1409,0
GNB,0.158059117,1408,0
LSO,0.971723962,1366,0
MDG,0.0977487,1341,0
MMR,0.164490406,1183,0
GIN,0.164702439,1132,0
UGA,0.048863619,1071,0
SLE,0.091549733,1070,0
KHM,0.14546507,1024,0
AFG,0.065372973,1008,0
MLI,0.049302552,993,0
BFA,0.0679145,931,0
MWI,0.089443941,913,0
CAF,0.068250354,881,0
TCD,0.017203935,802,0
COD,0.053621887,775,0
BDI,0.040029716,765,0
NER,0.091512738,698,0
ETH,0.04724277,689,0
RWA,0.077830352,668,0
MOZ,0.063048258,406,0
LBR,0.15322431,173,0
ARE,28.59040005,117296,0
QAT,61.77200834,89490,0
KWT,33.89249338,80012,0
NOR,8.810914617,65046,0
CHE,6.185638833,48129,0
SAU,12.52743065,44507,0
OMN,7.154271139,39691,0
USA,20.47442927,39391,0
BHR,26.23224001,39013,0
LUX,22.34007713,38382,0
SGP,12.02772245,36934,0
DNK,11.77756188,36543,0
DEU,11.57163659,34579,0
AUS,16.89517848,33908,0
NLD,11.1866029,33649,0
CAN,16.89953229,32779,0
ITA,7.894112008,32061,0
AUT,8.035666822,31582,0
JPN,9.795040626,31577,0
FRA,6.877601897,30135,0
BEL,12.37769379,30020,0
SWE,6.708160803,29811,0
IRL,9.802529822,29090,0
HKG,5.09216499,28203,0
GBR,9.77665603,27447,0
FIN,11.3579807,26069,0
ISL,9.210951541,25617,0
ESP,6.714185089,24465,0
NZL,7.660932199,24348,0
LBY,9.232762675,22799,0
ISR,9.349041828,22183,0
CYP,6.855769631,21744,0
PRT,5.398262793,20507,0
GAB,4.2409623,20460,0
TWN,8.107564617,20152,0
GRC,8.058450229,19790,0
CZE,12.74051469,17832,0
KOR,8.256156702,17095,0
SVN,7.654867143,16639,0
MLT,6.569204559,16522,0
VEN,5.988404527,15837,0
SYC,2.579507972,14942,0
ARG,3.646210552,14091,0
HUN,5.953028104,13989,0
MYS,5.856633479,13173,0
HRV,3.690918646,12950,0
RUS,11.06127224,12369,0
CHL,2.874115413,12357,0
URY,1.413575064,11933,0
TUR,3.048748266,11756,0
SVK,8.346529053,11473,0
MEX,3.540940222,11360,0
TTO,13.52149335,11269,0
POL,9.396075955,10950,0
BRA,1.574791814,10905,0
IRN,4.476180642,10849,0
LBN,4.048329676,10400,0
ROU,5.435938488,9991,0
EST,12.70320191,9951,0
BRB,3.105985039,9680,0
DZA,3.286084341,9639,0
MUS,1.619898766,9469,0
BGR,6.866660796,9149,0
THA,2.663511529,9106,0
BWA,1.940472655,9009,0
PAN,1.072956616,8942,0
COL,1.565629316,8703,0
ZAF,8.585884892,8674,0
LCA,2.118005495,8515,0
CRI,1.367697693,8378,0
KAZ,10.14553049,8356,0
LTU,4.137246748,8288,0
JOR,2.888258542,8211,0
ECU,1.983982042,7804,0
JAM,3.61522101,7750,0
LVA,3.654647242,7709,0
MKD,5.461123448,7586,0
SRB,3.922968983,7556,0
EGY,1.493648484,7399,0
MNE,2.762345788,7067,0
UKR,7.658591579,6552,0
DOM,1.998291645,6469,0
DMA,1.12946979,6360,0
TUN,1.70644324,6272,0
IRQ,3.66601182,6161,0
SWZ,0.472876544,6048,0
IDN,1.150855093,5914,0
PER,0.985169051,5914,0
SLV,0.88423955,5886,0
BLR,5.713442086,5807,0
NAM,0.97833038,5771,0
PRY,0.825598874,5752,0
SYR,2.871992827,5498,0
COG,0.555804262,5443,0
GTM,0.680147013,5322,0
MNG,3.437430783,4601,0
LKA,0.318707694,4381,0
MAR,1.118434337,4239,0
TKM,8.064043897,4172,0
PHL,0.858425192,4114,0
BOL,1.295009807,4028,0
ALB,0.671063135,3992,0
CUB,2.346056941,3810,0
YEM,0.675699618,3806,0
PSE,0.361122847,3719,0
GNQ,0.254005479,3666,0
HND,0.670247997,3590,0
AZE,4.284153147,3557,0
UZB,4.513891367,3530,0
PAK,0.680742999,3447,0
CHN,2.633237861,3367,0
GEO,0.456449673,3350,0
CPV,0.310726318,3267,0
AGO,0.767279266,3142,0
NIC,0.597292382,3006,0
ARM,1.044368805,2878,0
CIV,0.420555099,2774,0
NGA,0.329365931,2692,0
MDA,2.628529675,2668,0
BIH,0.885286712,2666,0
STP,0.376674522,2382,0
KEN,0.270801282,2367,0
KGZ,0.98794611,2365,0
MRT,0.43613893,2347,0
ZWE,1.327647195,2156,0
CMR,0.310115029,2128,0
DJI,0.482420351,2127,0
IND,0.84484677,2053,0
VNM,0.379306862,2042,0
LAO,0.071599494,2023,0
SDN,0.17816083,1969,0
ZMB,0.234321343,1915,0
GHA,0.307519853,1835,0
HTI,0.115264241,1769,0
PRK,3.716893988,1755,0
SEN,0.3920327,1721,0
TJK,0.423765829,1579,0
BEN,0.215654246,1575,0
GMB,0.185567184,1485,0
COM,0.154145824,1464,0
BGD,0.191828716,1446,0
NPL,0.093632178,1433,0
TZA,0.116694899,1419,0
SLE,0.08142567,1397,0
GNB,0.161108483,1384,0
TGO,0.274855967,1371,0
MDG,0.093558458,1353,0
LSO,0.969378758,1305,0
MMR,0.159729201,1130,0
GIN,0.160967105,1121,0
AFG,0.071998403,1101,0
UGA,0.045253001,1033,0
KHM,0.144579417,993,0
CAF,0.069941037,973,0
MLI,0.048691497,957,0
BFA,0.061831284,865,0
BDI,0.039945938,862,0
MWI,0.091528405,848,0
TCD,0.015701238,817,0
COD,0.050487494,807,0
RWA,0.077764754,700,0
NER,0.085157935,686,0
ETH,0.043721131,650,0
MOZ,0.07034069,330,0
LBR,0.156947362,158,0
ARE,31.17834053,115557,0
QAT,59.46572918,88424,0
KWT,23.30727615,76146,0
NOR,8.855220348,62777,0
CHE,6.13086585,48220,0
SAU,16.79164089,45574,0
BHR,26.84855042,39294,0
USA,20.46873367,38808,0
OMN,7.066418968,38789,0
LUX,28.59842513,38375,0
DNK,12.41815932,35654,0
SGP,18.12059641,35530,0
DEU,11.6198677,34089,0
AUS,16.44125339,33180,0
NLD,11.15212839,32794,0
CAN,16.64215973,32258,0
ITA,7.431973376,31162,0
JPN,9.718725791,30813,0
AUT,7.699602055,30808,0
FRA,6.783763256,29656,0
BEL,12.30200723,29382,0
SWE,6.801989165,28832,0
HKG,5.132716072,28228,0
GBR,9.957614752,26847,0
IRL,9.587570709,26681,0
ISL,8.908236126,25726,0
FIN,12.10719912,25112,0
NZL,7.697104559,23693,0
ESP,6.393482926,23690,0
LBY,9.011942438,23662,0
ISR,9.189670541,20929,0
CYP,7.160376904,20144,0
PRT,5.030004442,20113,0
GAB,4.132119315,20019,0
GRC,8.085490314,19474,0
TWN,7.678712706,19082,0
CZE,12.69466621,16778,0
KOR,7.680021341,15760,0
MLT,6.637905657,15645,0
VEN,5.961923259,15577,0
SVN,7.332997514,15497,0
SYC,2.669457286,15197,0
ARG,3.530575691,14682,0
HUN,5.974319226,13764,0
RUS,11.25002544,12887,0
MEX,3.825028881,12348,0
MYS,4.653748358,12299,0
URY,1.258706503,12171,0
HRV,3.512647599,12076,0
CHL,2.671302038,11362,0
TUR,2.845229598,11100,0
IRN,4.41221978,10812,0
SVK,8.172426502,10667,0
BRA,1.499455468,10625,0
TTO,13.90523783,10454,0
POL,9.368893584,10248,0
LBN,3.741192211,9855,0
BRB,2.810008181,9521,0
DZA,3.037370672,9471,0
ROU,5.176926868,9306,0
EST,13.65799876,9175,0
MUS,1.456869308,9165,0
PAN,1.59898359,8959,0
KAZ,10.54824072,8953,0
BGR,6.600392327,8807,0
BWA,1.977087632,8668,0
THA,2.323265594,8527,0
ZAF,8.209550947,8519,0
LCA,1.791045598,8482,0
COL,1.811598167,8413,0
CRI,1.518039817,8271,0
JOR,3.01401823,8040,0
LTU,4.315604363,7818,0
ECU,1.2091749,7807,0
MKD,5.278651745,7746,0
JAM,3.259370931,7660,0
LVA,4.096624428,7645,0
UKR,8.196899911,7406,0
EGY,1.357451486,7197,0
SRB,3.721241675,7120,0
IRQ,3.627508816,6983,0
BLR,6.32760353,6510,0
MNE,2.61645898,6347,0
DMA,0.924046908,6281,0
DOM,1.596377018,6240,0
TUN,1.761396083,6202,0
SWZ,0.51354996,5821,0
NAM,0.978302353,5683,0
SLV,0.817363566,5619,0
PER,0.978830582,5609,0
PRY,0.730582767,5603,0
IDN,1.149642057,5557,0
COG,0.785726225,5382,0
SYR,3.311169826,5362,0
GTM,0.663645362,5228,0
TKM,8.126788629,4580,0
MAR,1.109362236,4555,0
MNG,3.476024514,4394,0
LKA,0.30034686,4175,0
AZE,5.459155137,4140,0
PHL,0.793176071,4021,0
BOL,1.158188098,3933,0
YEM,0.611366557,3757,0
ALB,0.612495403,3721,0
PSE,0.386751633,3705,0
CUB,2.962675099,3637,0
UZB,4.832566897,3635,0
HND,0.592817374,3552,0
GNQ,0.067693066,3375,0
PAK,0.70150813,3372,0
GEO,1.188219007,3198,0
CPV,0.299570625,3116,0
CHN,2.449358804,3107,0
NIC,0.556963381,2912,0
AGO,0.279279784,2819,0
CIV,0.293461102,2713,0
NGA,0.331578632,2709,0
MDA,2.84358948,2697,0
ARM,0.817227265,2607,0
KGZ,1.373032435,2525,0
MRT,0.42288084,2462,0
BIH,0.811480266,2454,0
